gauge_id,cwc_lat,cwc_lon,ghi_lat,ghi_lon,elev_mean,elev_median,elev_min,elev_max,slope_mean,slope_median,slope_min,slope_max,cwc_area,ghi_area,gauge_elevation,dpsbar
3001,18.3861,80.3917,18.38958,80.39792,206.6151453,194,80,483,5.930142901,3.200294733,0,69.85681152,1537,1633,96,4.150682917
3002,19.2967,81.7889,19.29786,81.78958,622.653992,625,535,783,3.028556683,2.68021369,0,39.35842133,1968,1931.8,541,2.54963375
3003,20.7783,79.8514,20.7771,79.85207,281.7123208,268,216,712,3.269896244,1.622219443,0,65.85194397,2150,2481.4,221,2.342870004
3004,20.0336,76.9583,20.03544,76.95623,574.1289674,563,488,740,2.160027476,1.622219443,0,19.44652748,2900,2766.1,490,2.475454319
3005,19.6867,79.7856,19.68537,79.78542,404.3925749,338,144,1204,3.946640423,2.074370861,0,116.3840637,50990,51469.4,146,4.225263319
3006,22.3244,79.4678,22.32293,79.46876,618.8833245,615,527,844,2.462561835,1.738614082,0,57.66114807,1200,1081.4,529,3.468341467
3007,21.8053,80.175,21.79793,80.17704,529.0504612,531,286,1028,4.47286575,2.458771706,0,73.57512665,8100,8601.5,305,5.01116739
3008,19.8139,79.3794,19.81458,79.38126,364.6207389,344,106,946,3.274947583,1.779052377,0,108.7554245,46020,46334.2,161,3.437317544
3009,18.705,77.545,18.71038,77.54375,493.5038492,498,353,668,3.499383645,2.666912317,0,29.10052299,2105,2117.2,355,4.176664222
3010,17.6681,80.8772,17.66874,80.87709,433.2507064,426,25,1528,4.112398658,2.004624128,0,156.9631348,280505,277518.1,34,4.228037822
3011,19.0989,77.9606,19.0979,77.96043,431.226718,438,347,542,3.765020508,2.400221109,0,34.54294968,1500,707.5,350,3.411688175
3012,21.15,79.6672,21.15208,79.66874,441.2709865,409,238,1028,4.334463272,2.207262754,0,116.3840637,20435,20929.3,239,4.743199403
3013,19.3303,79.5042,19.33125,79.50625,375.99271,384,160,656,8.145506079,4.588329315,0,70.93083954,3100,3182,168,8.120645244
3014,21.1072,78.1331,21.10625,78.13544,470.677791,434,287,946,4.402450513,2.301902294,0,108.7554245,5000,4983.6,306,5.187127927
3015,21.6978,78.8592,21.6979,78.8604,522.7416166,531,341,671,7.795798624,5.439455032,0,44.19235229,325,527,347,11.856662
3016,21.2658,79.1692,21.26461,79.17292,609.1720045,623,244,1204,5.499334552,3.415314198,0,65.44865417,10700,10112.1,276,6.612735224
3017,19.6464,81.4861,19.64793,81.48539,650.2287689,637,570,843,4.763498273,3.461853504,0,52.77690506,890,1026.2,583,3.81918252
3018,19.0794,81.3011,19.08125,81.30207,644.8308084,617,327,1381,6.741576508,3.336306095,0,92.39456177,17270,17995.6,329,4.916892403
3019,18.5622,77.5831,18.56041,77.58123,500.7325705,503,357,688,3.77639872,2.828687668,0,32.14984512,1900,1922.9,361,4.906524009
3020,19.2203,76.3633,19.21867,76.36458,577.5161957,553,385,1528,4.015958201,1.686703444,0,156.9631348,30840,30771.2,387,4.78567691
3021,19.8061,73.7467,19.80205,73.74374,651.7159625,608,563,1386,11.1163868,5.472046375,0,105.0995255,404,389.3,562,8.816705067
3022,16.9383,81.7825,16.95626,81.75208,434.1583615,423,-25,1664,4.911036134,2.133529902,0,156.9631348,311150,308433.8,7,4.872678802
3023,17.8372,80.8861,17.83533,80.88126,433.9983336,427,25,1528,4.111503626,2.004624128,0,156.9631348,279745,276883.2,53,4.227262829
3024,18.8289,78.4367,18.82708,78.43542,429.5074944,409,314,667,3.422843514,1.968824387,0,45.60498047,1360,1426.7,318,4.278484476
3025,18.9789,76.7547,18.98124,76.7562,567.6996533,545,364,1528,3.933443064,1.686703444,0,156.9631348,33934,33746.2,368,4.756863563
3026,20.04,73.6794,20.03541,73.68125,702.2433441,705,579,1116,7.597974936,4.565018654,0,82.7000885,357.4,362,599,7.837797677
3027,18.4461,79.7039,18.44788,79.70627,211.9027185,207,154,493,3.084473487,1.52037394,0,73.2321167,782,802,157,2.07182341
3028,19.9472,79.0892,19.94791,79.08959,336.4648941,309,118,946,2.84445725,1.600147367,0,108.7554245,21429,19925.2,173,3.358350356
3029,19.0217,76.7292,19.02292,76.73124,568.8862464,546,364,1528,3.951173212,1.686703444,0,156.9631348,33934,33497.3,374,4.777294299
3030,20.5472,78.3247,20.54791,78.32295,394.5460203,366,232,946,3.247171636,1.738614082,0,108.7554245,10240,10292.8,237,3.912982292
3031,19.1081,82.0228,19.11041,82.02286,696.9948081,622,532,1381,8.794801201,3.578038216,0,92.39456177,7380,7339.7,538,5.208365232
3032,19.4872,75.3711,19.48542,75.3729,603.6541424,577,432,1528,4.302300912,1.707657099,0,156.9631348,22410,22229.9,454,5.114212755
3033,18.4531,82.5461,18.45624,82.54791,1040.803649,1017,827,1664,20.32379307,18.1232338,0,100.9295044,1963,1981.5,828,10.56984605
3034,18.8111,78.0653,18.81041,78.06876,418.9641907,404,344,628,3.223474731,1.686703444,0,40.86645889,578,609.5,345,3.462489619
3035,18.9492,82.4056,18.94794,82.40623,853.3526479,888,548,1655,12.6868122,7.62988615,0,108.2779541,1468,2541.8,549,6.828147998
3036,18.8139,79.9189,18.81461,79.91459,434.2800878,430,72,1528,3.42208133,1.789019108,0,156.9631348,226970,224775.6,97,3.846902838
3037,19.7817,78.7619,19.77709,78.76458,412.4638034,410,191,740,3.700641323,2.004624128,0,64.86959076,21741,22379.5,210,3.593135798
3038,19.9611,77.1481,19.96041,77.14791,562.8214101,550,468,740,2.0887937,1.622219443,0,19.44652748,3515,3519.2,470,2.525515799
3039,20.4417,78.5936,20.43125,78.59376,386.824687,360,210,946,3.205564192,1.738614082,0,108.7554245,11438,11008.9,227,3.855210925
3040,22.3819,79.9,22.38124,79.89793,611.5832207,605,430,1028,4.253159706,2.451529264,0,59.14565659,2970,3059.2,442,4.900251163
3041,18.2967,81.5725,18.2979,81.57293,411.367223,352,160,1197,7.092174886,3.887659311,0,74.72900391,766,781.6,169,9.217554665
3042,19.6397,81.54,19.63961,81.54379,634.9989325,633,569,838,3.090513936,2.458771706,0,49.44659424,910,1553.1,576,2.541541403
3043,17.4875,81.3875,17.48542,81.3854,436.1068997,425,11,1664,4.773591943,2.108379364,0,156.9631348,305460,304628.7,83,4.78890407
3044,21.9036,79.2322,21.89792,79.23127,729.0189847,704,544,1204,5.026931404,3.296090961,0,59.39645386,2000,3267.8,556,6.441359451
3045,17.7989,81.3928,17.79779,81.39374,563.6983117,557,34,1664,12.76588259,6.248775005,0,141.7036743,19550,20333.8,36,10.63455307
3046,19.8783,74.4819,19.87704,74.4812,631.4224184,615,484,1528,4.360153379,1.789019108,0,156.9631348,6840,7063.7,493,5.617190628
3047,19.2772,82.2333,19.27711,82.23542,617.5735212,610,549,929,3.362185956,2.458771706,0,65.47418976,1635,1674.8,553,2.686543824
3048,21.8842,80.175,21.8854,80.17707,533.1835456,533,291,1028,4.506841448,2.515959978,0,73.57512665,8070,8432.2,291,5.08582885
3049,17.5731,81.25,17.56875,81.24792,428.8155115,421,17,1528,4.152935959,2.03105998,0,156.9631348,284880,282524.5,30,4.2444945
3050,18.1992,82.6503,18.19791,82.65208,1092.741328,1082,862,1623,23.18320936,21.76844215,0,93.47480011,713,724.1,869,12.45465871
3051,19.9367,74.9856,19.93527,74.98541,625.7096629,608,503,951,4.130784075,1.707657099,0,84.45021057,1330,1231.2,509,3.805680174
3052,21.5847,78.8561,21.58543,78.86037,512.1883,494,324,811,5.984087598,4.118631363,0,43.92235184,1625,1084.8,328,7.535465643
3053,19.7961,77.7706,19.79792,77.77292,433.989987,441,270,572,5.171920159,2.537073374,0,48.32486343,2600,1574.1,285,5.522557833
3054,21.4786,79.9256,21.48124,79.91873,460.0629875,454,255,1028,4.534718614,2.362890244,0,116.3840637,15600,18509,271,5.033441589
3055,18.8358,79.4447,18.83542,79.44792,518.0094385,521,124,1528,3.206468379,1.738614082,0,156.9631348,102900,101456.2,127,3.791222333
3056,20.1889,77.9869,20.18962,77.98538,395.478865,392,284,570,2.807563656,2.004624128,0,29.94551849,2500,2187.4,288,3.008478088
3057,19.2989,80.6892,19.29779,80.68958,597.9588149,601,232,1381,7.275514278,3.602800131,0,141.7273865,24210,24041.7,234,5.37025309
3058,21.1492,79.3911,21.14792,79.38538,578.3383663,594,206,1204,5.113638038,3.06984663,0,65.44865417,11600,11464.5,263,6.137121855
3059,19.8644,79.125,19.86459,79.12292,403.2046227,403,135,740,3.749371925,2.004624128,0,64.86959076,22441,23918.8,180,3.650072567
3060,18.4189,79.5572,18.41875,79.55625,416.3005788,434,174,664,2.384708074,1.686703444,0,99.94126892,8010,8449.6,177,3.932434402
3061,20.4256,78.88,20.42708,78.88123,240.5306332,239,204,386,1.341633331,1.192679405,0,47.74071121,2100,719.2,211,1.612664522
3062,22.425,80.0919,22.42291,80.09375,514.3511907,512,421,739,3.467495929,2.301902294,0,52.58384323,1050,1156.1,426,3.625009129
3063,19.1417,77.3203,19.14377,77.31874,549.7023064,534,343,1528,3.509876388,1.622219443,0,156.9631348,52038,51865.3,345,4.138952382
3064,20.5256,78.8089,20.52707,78.81039,311.3618006,287,198,604,3.0987321,1.738614082,0,50.5518837,4580,4585.7,205,3.355240838
3065,20.0019,73.8033,20.00209,73.80208,678.8151184,680,556,1116,6.399313564,3.70499301,0,83.15721893,650,646.9,561,7.201012832
3066,18.2167,77.9406,18.21042,77.92708,602.1815775,608,399,844,1.96709578,1.686703444,0,44.93766785,22650,22342,432,2.706610168
3067,20.0094,74.1322,20.01459,74.13961,652.2927775,637,511,1528,5.61832481,2.564954042,0,156.9631348,4650,4380.5,532,6.405497783
3068,19.1975,82.5119,19.19789,82.51038,797.434246,820,550,1381,14.73772118,11.32103443,0,92.39456177,3545,3661.3,559,7.94759027
3069,19.5344,74.8339,19.53543,74.83542,677.9642277,652,472,1528,7.632852092,3.336306095,0,133.1881714,5800,5581.8,476,8.118164944
3070,20.1253,79,20.12708,79.00209,341.5822336,314,174,946,2.890658098,1.611221194,0,108.7554245,20829,19157.9,179,3.440519268
3071,18.8525,80.3494,18.84795,80.34787,511.0164068,556,88,1381,7.27582219,3.587963581,0,141.7273865,40000,38979.8,110,5.563897221
3072,20.7931,79.6483,20.79378,79.65204,468.3029417,441,172,1204,4.328535854,2.270793915,0,116.3840637,35520,35991.5,220,4.890238699
3073,18.5872,80.3958,18.58542,80.39375,442.1184399,436,70,1528,4.016613144,1.968824387,0,156.9631348,268200,267340.4,73,4.128463358
3074,19.8175,78.5778,19.81459,78.57708,426.1884199,422,196,740,3.582409309,1.968824387,0,64.86959076,18441,19662.7,204,3.424198559
3075,17.2519,81.6564,17.25215,81.66043,435.9732298,425,10,1664,4.900445601,2.133529902,0,156.9631348,307800,306683.6,14,4.870795457
3076,18.1894,81.7981,18.18957,81.79791,250.5249929,203,128,1021,9.527590105,3.244438887,0,138.817337,1120,1175.1,133,7.63783968
3077,19.5222,74.3842,19.51873,74.38534,724.2961033,688,521,1528,10.47210313,5.280216694,0,133.1881714,1708,1804.8,531,10.22320928
3078,19.9567,79.0467,19.95624,79.04372,248.6259675,244,181,409,2.066957934,1.508633375,0,29.7602787,1250,480.1,186,2.676519828
3079,19.1758,77.0131,19.17709,77.01458,534.1974501,531,360,934,2.780564518,1.622219443,0,60.373909,15000,15554.9,361,2.872929059
3080,16.9661,81.7831,16.98126,81.74792,434.1665796,423,-25,1664,4.911097581,2.133529902,0,156.9631348,310610,308427.7,23,4.872788771
3081,21.6256,80.2539,21.62292,80.2521,427.4188543,367,273,831,5.764516198,2.803431034,0,116.3840637,5380,5402.8,284,5.259061782
3082,20.1936,79.6656,20.19383,79.66456,244.9304481,240,186,461,2.325894175,1.555063725,0,57.40369797,1900,1898.6,193,2.184236819
3083,21.7189,78.8242,21.71876,78.82291,693.8264601,721,340,1166,6.413320471,4.118631363,0,65.44865417,2500,2520,346,7.816444976
3084,19.5219,77.6231,19.54375,77.62304,470.6221283,467,393,602,2.800536343,1.789019108,0,27.15605545,2500,2162.7,411,2.428020338
3085,18.0758,77.0525,18.07711,77.05207,649.02842,641,544,844,1.716726557,1.52037394,0,29.16095161,9960,10218.9,547,2.494053014
3086,20.3111,79.9586,20.31041,79.94376,435.154073,374,172,1204,4.185970194,2.150133371,0,116.3840637,46290,43528.2,209,4.552886955
3087,19.5614,79.6133,19.56035,79.61447,360.335766,339,106,946,3.296544637,1.779052377,0,108.7554245,47500,47707.8,158,3.43677301
3088,21.0817,80.105,21.08124,80.10623,308.0656773,303,253,490,2.703521064,2.004624128,0,36.19639587,1575,444.8,259,3.232184313
3089,20.9122,79.9264,20.91041,79.92709,293.4224974,278,227,712,3.805274959,1.885791779,0,65.85194397,1800,1780.3,228,2.703522828
3090,18.7928,77.8339,18.79374,77.83542,566.2321323,581,331,844,2.303606156,1.779052377,0,47.29541779,30082,30368.3,334,2.995657859
3091,17.5908,80.8192,17.58959,80.81876,187.1061914,160,55,791,6.230662443,2.458771706,0,89.53778076,1565,1653.4,58,4.61183084
3092,18.6125,82.1428,18.61456,82.14374,710.3047632,611,231,1655,9.884510772,5.293669701,0,108.2779541,3047,5097.7,238,8.515917806
3093,22.17,80.02,22.1771,80.02291,518.4557215,528,329,731,3.259988172,2.199192286,0,41.70329285,1100,1042.7,342,4.503105219
3094,21.2167,79.2331,21.21878,79.23124,585.2297084,600,206,1204,5.204063309,3.205846071,0,65.44865417,11100,11201.1,267,6.256960156
3095,20.8419,78.7181,20.8396,78.71042,406.1384111,421,254,580,5.630608526,3.507775307,0,50.5518837,1275,477.7,264,6.151856957
3096,17.75,77.9283,17.75206,77.93125,629.1141082,626,497,844,1.795921108,1.555063725,0,29.16095161,16097,16223.7,527,2.46422589
3097,18.6169,82.8669,18.61877,82.87291,1037.675499,1006,867,1655,20.88178219,19.13962555,0,108.2779541,440,436.6,885,7.299475566
3098,18.62,79.8044,18.61877,79.80625,354.4947294,329,121,664,2.422290984,1.555063725,0,99.94126892,12691,12927.6,124,3.417156576
3099,19.2697,81.8839,19.26875,81.88542,604.8618883,601,537,904,3.098410555,2.640108347,0,59.96284103,1523,1480.7,540,2.947363681
3100,18.9664,78.3447,18.96872,78.34372,541.0294881,538,302,1528,3.028818771,1.697212577,0,156.9631348,90350,90142.7,324,3.648695641
3101,18.3844,81.6625,18.38539,81.66459,571.393962,569,183,1655,9.357133941,4.657562256,0,141.7036743,8000,8544.2,197,8.903510383
3102,18.5853,81.8617,18.58538,81.86036,620.1191687,587,202,1655,9.982421773,5.021307945,0,141.7036743,7500,7163.9,208,9.455899137
3103,18.9783,79.9469,18.97708,79.9479,372.7931302,331,91,1204,3.749158781,1.941541433,0,116.3840637,108780,107797.8,98,3.959094486
3104,21.5328,80.6239,21.53542,80.62289,553.3426245,572,311,810,8.512747661,6.060994625,0,69.99819183,1050,1154.6,318,10.17253056
3105,19.0122,81.2325,19.01457,81.23125,536.6128328,526,318,1266,8.681332009,5.105587482,0,109.1317978,1700,1873.6,330,7.544662291
3106,19.2761,82.8281,19.27705,82.83121,826.3429063,830,606,1235,16.67027461,14.55362129,0,87.79975891,2630,1206.9,641,8.974058653
3107,20.4219,80.0917,20.41875,80.08958,300.4933913,277,207,653,5.146057985,2.64683485,0,77.15124512,2600,1764.7,213,4.166157484
3108,21.7614,80.0381,21.76042,80.0354,374.1337094,340,291,637,3.321645572,1.707657099,0,64.53982544,1200,855.6,297,5.914387154
3109,19.0439,77.4556,19.04374,77.45622,544.6849962,529,333,1528,3.482685332,1.622219443,0,156.9631348,53630,53687.5,341,4.087877415
3110,19.3958,76.7708,19.3979,76.76876,500.3778736,486,376,934,2.418474569,1.359863758,0,60.373909,5550,5576.9,378,2.617117657
4001,16.3317,75.8872,16.33125,75.88541,661.5210352,631,476,1440,5.965913242,2.530055046,0,132.2944336,36286,33682.1,505,9.068373137
4002,17.4347,79.4119,17.43544,79.41874,386.3883426,374,226,641,2.062476286,1.508633375,0,78.60042572,2448,2556.7,233,3.883893986
4003,16.7808,74.6333,16.78543,74.63123,721.8716281,691,526,1440,8.977722346,3.35755682,0,132.2944336,12660,12279.8,536,12.57268861
4004,15.8833,77.9572,15.88544,77.95623,599.9275566,596,269,1903,4.075193371,1.941541433,0,136.8544464,67180,66892.7,270,4.980705774
4005,14.4339,75.7797,14.43542,75.78124,662.5685631,650,535,1128,3.601079747,2.108379364,0,91.44982147,2300,2507.6,542,3.990233605
4006,15.8717,75.7228,15.87294,75.72293,639.0204977,632,529,1024,2.527074037,1.52037394,0,61.07461929,9373,9938.7,530,3.642117193
4007,16.7392,79.6697,16.73946,79.66875,430.9974174,459,56,726,2.190881339,1.707657099,0,89.92459106,11501,11312,62,3.938601549
4008,18.4739,74.5764,18.47712,74.57703,669.7937197,640,496,1472,8.366801736,3.205846071,0,200.589035,11660,11438.6,501,8.286165334
4009,17.1703,76.3283,17.16875,76.32706,589.3929445,565,395,1472,4.282860014,2.039795637,0,200.589035,50843,52656,396,5.393336351
4010,16.3822,77.3572,16.38544,77.35623,591.123823,575,321,1472,4.152369215,1.968824387,0,200.589035,129500,126249.8,331,6.025939644
4011,15.74,77.9931,15.7396,77.99793,423.5493843,425,291,669,2.805819112,1.555063725,0,54.07752228,3240,3306,300,3.33191388
4012,16.79,79.3387,16.78956,79.33959,324.9817601,293,128,701,3.2062612,1.52037394,0,74.04056549,3100,3284.3,131,4.999298065
4013,14.8306,75.6744,14.83124,75.67292,691.9411655,653,508,1867,7.374620808,3.602800131,0,136.8544464,14582,14653.5,510,8.741570022
4014,13.5222,75.3033,13.52294,75.31034,797.1245266,758,617,1639,17.08072565,14.44078159,0,106.3568192,663,701,619,17.76540824
4015,13.9761,75.6853,13.97709,75.68541,839.8105815,786,560,1867,12.80958439,8.895261765,0,136.8544464,2990,3442.6,567,17.44560202
4016,14.2372,75.6625,14.2396,75.6604,753.4276854,697,540,1867,10.79385915,7.12869215,0,136.8544464,7075,7452.5,540,12.11844455
4017,16.4911,76.9231,16.48958,76.92286,632.694238,612,346,1440,4.632586666,2.039795637,0,132.2944336,55150,54165.8,348,7.296930311
4018,17.2544,77.4628,17.25626,77.46039,545.2601973,546,422,726,2.753996364,2.150133371,0,31.26663208,1920,1943.1,426,4.718289673
4019,16.2592,77.8411,16.26042,77.83958,585.997154,573,268,1472,4.098805025,1.968824387,0,200.589035,132920,129542.3,277,5.96355039
4020,13.6519,75.1783,13.65208,75.17711,670.4261219,656,610,969,9.350084826,7.018085003,0,88.9776001,256,275.1,616,5.842173695
4021,17.2944,74.1903,17.29375,74.18959,784.6174637,738,547,1440,13.80073711,6.600271225,0,132.2944336,5462,5432.2,557,16.39768183
4022,16.7156,80.3164,16.71458,80.31875,186.1817385,178,26,791,2.878655918,1.52037394,0,92.43457794,9854,10544.6,30,2.625899806
4023,13.7542,76.3197,13.75209,76.31876,829.8044213,798,655,1903,4.966648605,2.530055046,0,123.7350998,4320,4297,658,5.684309184
4024,17.2864,75.6372,17.28541,75.63541,580.7369655,572,458,757,2.218017641,1.968824387,0,27.55579948,1640,1482.6,460,4.344190986
4025,14.5,75.6339,14.50209,75.63542,648.1100753,641,537,1025,4.962048301,2.878536224,0,66.0883255,1850,2061.5,541,4.980481586
4026,16.6836,74.6031,16.68544,74.60208,703.1136136,671,521,1440,8.767957947,3.415314198,0,132.2944336,15190,15264.6,535,12.12886241
4027,13.7061,75.645,13.7062,75.64372,910.6648133,849,605,1867,16.10296096,13.0174284,0,108.2689209,1975,2066.8,607,21.9515164
4028,16.9181,80.3558,16.91875,80.35625,127.9996944,111,44,791,3.753917936,1.52037394,0,85.01596069,1850,1684.8,48,2.549640311
4029,13.6972,75.3356,13.69792,75.33542,723.8400144,677,591,1639,12.63371948,9.574920654,0,106.3568192,1406,1528.4,592,10.38814821
4030,17.2031,77.1572,17.20208,77.15625,537.2437648,541,395,726,3.018218662,2.03105998,0,43.6404953,7650,8380,397,4.376959902
4031,15.9483,77.4264,15.94791,77.42699,608.8300192,601,303,1903,4.166249637,2.004624128,0,136.8544464,60630,64701.4,311,5.061633956
4032,14.9389,75.6181,14.93957,75.61875,590.452224,587,512,833,3.066468631,2.278610945,0,57.69413376,4901,5183.1,512,3.89311664
4033,18.5331,74.175,18.53547,74.17703,669.7270875,631,512,1312,12.56061389,5.546279907,0,117.9200516,2640,2696.1,519,10.55243925
4034,16.3253,75.2831,16.32289,75.28123,684.1413853,680,527,1046,4.462093228,2.700042963,0,85.51519775,6734,6772.9,534,6.93197575
4035,16.5547,80.2064,16.55206,80.20623,85.4536324,78,30,463,2.719796856,1.099596143,0,80.96527863,648,672.4,32,2.319211693
4036,16.5722,79.3111,16.57293,79.31039,573.7804077,569,75,1903,4.145499921,1.968824387,0,200.589035,215194,219809.3,111,5.652199824
4037,16.9497,74.5292,16.9479,74.52706,723.0912374,717,540,1075,3.618502553,2.332595587,0,60.5139389,3035,3021.2,544,5.444728393
4038,17.9722,75.1392,17.97291,75.13955,639.8949039,609,445,1472,6.620416335,2.480371714,0,200.589035,22856,22326.1,453,7.428622546
4039,15.55,75.3667,15.56878,75.36461,638.647105,634,567,843,1.583817293,1.320054173,0,54.04199982,2952,3079.1,584,2.717788965
4040,15.4917,76.7169,15.48958,76.71869,629.0072584,607,367,1867,5.155014213,2.38535881,0,136.8544464,33018,32960.8,376,6.282677441
4041,16.9489,80.0478,16.94791,80.04792,194.9196513,189,73,481,1.556267918,1.333456159,0,79.42295837,2928,2489,76,2.358957549
4042,18.5581,74.375,18.56876,74.37292,661.5362745,630,500,1312,9.502361206,3.96016264,0,123.0189743,6251,6170.7,526,8.845325298
4043,16.3252,77.7064,16.33545,77.70624,586.7430881,573,301,1472,4.105132977,1.968824387,0,200.589035,132800,129139.9,321,5.971724883
4044,18.6669,74.0022,18.66876,74.00206,690.6062547,659,542,1260,9.854872713,5.147209644,0,123.0189743,2205,2141.9,551,8.869423215
4045,17.0156,80.1717,17.01463,80.16873,233.4189198,231,62,747,2.808784442,1.600147367,0,92.43457794,6112,6343.4,74,2.782842346
